ID,Type,Ship,Rarity,HP,FP,TRP,AVI,AA,RLD,EVA,Armor,SPD,ACC,LCK,ASW,OIL,OXY,AMO,Faction
075,CVL,Ranger,Common,4892,0,0,244,253,132,76,Medium,29,92,71,109,9,0,0,Eagle Union
076,CV,Yorktown,Elite,5933,0,0,401,324,123,56,Medium,32,98,39,0,12,0,0,Eagle Union
077,CV,Enterprise,Super Rare,6339,0,0,435,337,134,64,Medium,32,110,93,0,13,0,0,Eagle Union
078,CV,Hornet,Elite,5960,0,0,406,313,123,56,Medium,32,98,15,0,12,0,0,Eagle Union
079,CV,Wasp,Rare,5010,0,0,334,278,119,53,Medium,29,90,20,0,11,0,0,Eagle Union
080,AR,Vestal,Elite,4733,50,0,0,155,171,45,Light,16,111,79,0,10,0,0,Eagle Union
081,DD,Amazon,Rare,1404,66,365,0,157,194,272,Light,44,210,72,179,8,0,0,Royal Navy
082,DD,Acasta,Rare,1404,69,365,0,157,196,269,Light,42,194,43,176,8,0,0,Royal Navy
083,DD,Ardent,Rare,1404,69,365,0,157,196,269,Light,42,194,35,176,8,0,0,Royal Navy
086,DD,Beagle,Common,1382,66,359,0,153,193,269,Light,42,197,71,195,7,0,0,Royal Navy
087,DD,Bulldog,Common,1382,66,359,0,153,193,269,Light,42,197,65,200,7,0,0,Royal Navy
088,DD,Comet,Common,1393,69,354,0,153,193,270,Light,43,200,54,209,7,0,0,Royal Navy
089,DD,Crescent,Common,1393,69,354,0,153,193,270,Light,43,200,35,209,7,0,0,Royal Navy
090,DD,Cygnet,Common,1393,69,354,0,153,193,270,Light,43,200,72,213,7,0,0,Royal Navy
091,DD,Foxhound,Common,1406,72,355,0,153,194,269,Light,42,203,68,217,7,0,0,Royal Navy
092,DD,Fortune,Rare,1436,73,362,0,157,197,269,Light,42,203,68,221,8,0,0,Royal Navy
093,DD,Grenville,Elite,1555,87,369,0,168,204,270,Light,43,207,32,218,9,0,0,Royal Navy
094,DD,Glowworm,Elite,1446,80,375,0,168,204,270,Light,43,210,36,218,9,0,0,Royal Navy
096,DD,Hardy,Elite,1555,82,379,0,160,204,270,Light,43,222,40,195,9,0,0,Royal Navy
100,DD,Hunter,Rare,1404,77,360,0,160,199,270,Light,43,215,24,190,8,0,0,Royal Navy
101,DD,Javelin,Elite,1619,82,379,0,164,210,270,Light,43,218,65,218,9,0,0,Royal Navy
102,DD,Juno,Rare,1573,77,369,0,159,204,270,Light,43,218,40,213,8,0,0,Royal Navy
103,DD,Vampire,Elite,1346,72,381,0,159,199,252,Light,40,187,42,210,9,0,0,Royal Navy
104,CL,Leander,Common,3322,148,274,0,328,174,128,Light,32,149,44,127,8,0,0,Royal Navy
105,CL,Achilles,Rare,3044,166,328,0,301,177,114,Light,32,152,54,130,9,0,0,Royal Navy
106,CL,Ajax,Rare,3044,166,328,0,301,177,114,Light,32,152,74,130,9,0,0,Royal Navy
107,CL,Dido,Super Rare,3831,160,180,0,396,196,114,Light,32,164,85,171,11,0,0,Royal Navy
110,CL,Southampton,Rare,3773,153,276,0,314,174,119,Light,32,161,32,105,9,0,0,Royal Navy
111,CL,Sheffield,Elite,3884,158,299,0,358,185,119,Light,32,164,78,89,10,0,0,Royal Navy
113,CL,Gloucester,Elite,3875,158,284,0,324,178,119,Light,32,161,45,143,11,0,0,Royal Navy
114,CL,Edinburgh,Elite,4588,159,284,0,320,178,119,Light,32,164,37,102,10,0,0,Royal Navy
115,CL,Belfast,Super Rare,4062,181,344,0,299,185,113,Light,32,164,88,147,11,0,0,Royal Navy
116,CL,Arethusa,Rare,2896,158,274,0,331,190,119,Light,32,175,69,117,9,0,0,Royal Navy
117,CL,Galatea,Rare,2896,158,274,0,331,190,119,Light,32,175,26,94,9,0,0,Royal Navy
118,CL,Aurora,Elite,2982,164,282,0,341,197,119,Light,32,176,84,110,10,0,0,Royal Navy
119,CA,London,Elite,3644,226,226,0,217,167,69,Light,25,120,62,0,11,0,0,Royal Navy
120,CA,Shropshire,Rare,3542,221,218,0,212,162,69,Light,25,120,75,0,10,0,0,Royal Navy
121,CA,Kent,Rare,3589,221,218,0,212,162,67,Light,25,120,71,0,10,0,0,Royal Navy
122,CA,Suffolk,Rare,3554,221,218,0,212,162,67,Light,25,120,72,0,10,0,0,Royal Navy
123,CA,Norfolk,Rare,4727,180,143,0,247,162,71,Medium,25,120,69,0,10,0,0,Royal Navy
124,CA,Dorsetshire,Elite,4865,185,248,0,255,167,71,Medium,25,120,33,0,10,0,0,Royal Navy
125,CA,York,Elite,3761,229,196,0,248,178,75,Medium,25,134,15,0,11,0,0,Royal Navy
126,CA,Exeter,Elite,3791,229,196,0,248,178,75,Medium,25,129,49,0,11,0,0,Royal Navy
127,BC,Renown,Elite,6356,381,0,0,282,158,38,Medium,32,74,85,0,13,0,0,Royal Navy
128,BC,Repulse,Rare,6176,359,0,0,274,155,37,Medium,31,70,28,0,12,0,0,Royal Navy
129,BC,Hood,Super Rare,8637,347,0,0,330,161,38,Medium,31,70,38,0,14,0,0,Royal Navy
130,BB,Queen Elizabeth,Elite,7690,408,0,0,217,147,34,Heavy,24,70,25,0,14,0,0,Royal Navy
131,BB,Warspite,Super Rare,7968,431,0,0,224,161,34,Heavy,24,78,90,0,15,0,0,Royal Navy
132,BB,Nelson,Elite,7836,412,0,0,223,151,34,Heavy,23,72,66,0,14,0,0,Royal Navy
133,BB,Rodney,Elite,7811,412,0,0,223,151,32,Heavy,23,72,81,0,14,0,0,Royal Navy
134,BB,King George V,Super Rare,8159,428,0,0,270,158,36,Heavy,28,72,77,0,15,0,0,Royal Navy
135,BB,Prince of Wales,Super Rare,8155,428,0,0,235,158,36,Heavy,28,71,19,0,15,0,0,Royal Navy
136,BB,Duke of York,Super Rare,8155,426,0,0,230,155,36,Heavy,28,72,73,0,15,0,0,Royal Navy
137,BB,Vanguard,Ultra Rare,9690,422,0,0,435,178,39,Heavy,30,80,52,0,17,0,0,Royal Navy
140,CVL,Hermes,Common,4257,0,0,284,253,175,69,Medium,25,83,41,105,9,0,0,Royal Navy
142,CVL,Unicorn,Elite,5464,0,0,311,274,183,68,Medium,24,86,78,110,11,0,0,Royal Navy
143,CV,Eagle,Elite,6341,218,0,375,314,114,48,Medium,24,92,40,0,12,0,0,Royal Navy
144,CV,Ark Royal,Elite,6251,0,0,405,314,119,55,Medium,31,104,87,0,12,0,0,Royal Navy
145,CV,Illustrious,Super Rare,6713,0,0,405,303,119,55,Heavy,30,93,44,0,13,0,0,Royal Navy
146,CV,Victorious,Super Rare,6409,0,0,415,295,105,55,Heavy,30,92,82,0,13,0,0,Royal Navy
147,CV,Formidable,Super Rare,6634,0,0,419,295,119,53,Heavy,30,92,75,0,13,0,0,Royal Navy
148,CV,Glorious,Elite,6462,0,0,365,299,110,53,Medium,30,90,32,0,12,0,0,Royal Navy
149,BM,Erebus,Elite,3731,286,0,0,175,147,63,Light,12,83,91,0,10,0,0,Royal Navy
150,BM,Terror,Elite,3731,286,0,0,175,147,63,Light,12,83,19,0,10,0,0,Royal Navy
151,DD,Fubuki,Elite,1842,63,516,0,149,216,246,Light,45,206,34,198,9,0,0,Sakura Empire
152,DD,Shirayuki,Elite,1842,69,514,0,149,216,251,Light,45,206,41,202,9,0,0,Sakura Empire
155,DD,Ayanami,Elite,1842,66,516,0,149,216,251,Light,45,206,36,206,9,0,0,Sakura Empire
159,DD,Akatsuki,Rare,1790,61,499,0,153,213,251,Light,45,201,45,193,8,0,0,Sakura Empire
160,DD,Hibiki,Elite,1842,63,531,0,157,218,251,Light,45,201,88,198,9,0,0,Sakura Empire
161,DD,Ikazuchi,Rare,1790,61,499,0,153,213,251,Light,45,201,52,172,8,0,0,Sakura Empire
162,DD,Inazuma,Rare,1790,61,499,0,153,213,251,Light,45,201,57,172,8,0,0,Sakura Empire
163,DD,Shiratsuyu,Rare,1754,66,516,0,153,199,246,Light,40,205,41,168,8,0,0,Sakura Empire
164,DD,Yuudachi,Super Rare,1873,71,551,0,160,229,246,Light,40,215,32,203,10,0,0,Sakura Empire
165,DD,Shigure,Elite,1806,66,531,0,153,215,246,Light,40,205,84,184,9,0,0,Sakura Empire
166,DD,Yukikaze,Super Rare,2280,69,532,0,164,226,248,Light,42,219,98,213,10,0,0,Sakura Empire
167,DD,Kagerou,Rare,1931,66,518,0,153,204,248,Light,42,207,25,192,8,0,0,Sakura Empire
168,DD,Shiranui,Common,1893,64,508,0,148,199,248,Light,42,207,25,176,7,0,0,Sakura Empire
170,DD,Nowaki,Elite,2197,66,532,0,157,213,246,Light,42,215,72,194,9,0,0,Sakura Empire
171,DD,Hatsuharu,Rare,1816,60,484,0,148,199,248,Light,43,203,45,192,8,0,0,Sakura Empire
173,DD,Wakaba,Rare,1816,60,484,0,148,199,248,Light,43,203,36,192,8,0,0,Sakura Empire
174,DD,Hatsushimo,Rare,1816,60,484,0,148,199,248,Light,43,203,51,192,8,0,0,Sakura Empire
175,DD,Ariake,Rare,1816,60,484,0,148,199,248,Light,43,203,34,192,8,0,0,Sakura Empire
176,DD,Yuugure,Rare,1659,60,484,0,148,199,250,Light,44,203,32,192,8,0,0,Sakura Empire
177,DD,Kuroshio,Rare,2133,66,518,0,153,204,246,Light,42,207,34,192,8,0,0,Sakura Empire
178,DD,Oyashio,Rare,2133,66,518,0,153,204,246,Light,42,207,34,192,8,0,0,Sakura Empire
179,CL,Yuubari,Elite,2228,133,280,0,314,185,124,Light,35,143,53,85,8,0,0,Sakura Empire
182,CL,Nagara,Common,2959,142,282,0,284,175,132,Light,36,149,36,85,8,0,0,Sakura Empire
183,CL,Isuzu,Rare,3289,121,223,0,350,178,119,Light,36,149,33,100,9,0,0,Sakura Empire
185,CL,Yura,Elite,2965,148,296,0,310,185,124,Light,36,149,40,143,10,0,0,Sakura Empire
186,CL,Kinu,Elite,2953,150,293,0,310,183,124,Light,36,149,52,125,10,0,0,Sakura Empire
187,CL,Abukuma,Common,2959,142,282,0,284,175,132,Light,36,149,43,94,8,0,0,Sakura Empire
188,CL,Mogami,Elite,4109,204,188,0,190,191,85,Medium,29,153,14,46,11,0,0,Sakura Empire
189,CL,Mikuma,Elite,4109,204,190,0,190,191,85,Medium,29,153,13,46,11,0,0,Sakura Empire
190,CA,Furutaka,Common,3518,218,193,0,164,166,78,Medium,31,114,34,0,9,0,0,Sakura Empire
191,CA,Kako,Common,3518,218,193,0,164,166,78,Medium,31,114,34,0,9,0,0,Sakura Empire
192,CA,Aoba,Common,3610,218,193,0,171,166,78,Medium,32,114,52,0,9,0,0,Sakura Empire
193,CA,Kinugasa,Common,3610,218,193,0,171,166,78,Medium,32,114,65,0,9,0,0,Sakura Empire
195,CA,Chikuma,Super Rare,4493,266,251,0,193,183,78,Medium,28,120,42,0,12,0,0,Sakura Empire
196,CA,Myoukou,Rare,5339,199,152,0,198,166,80,Medium,32,128,62,0,10,0,0,Sakura Empire
197,CA,Nachi,Rare,5229,199,152,0,198,166,80,Medium,32,128,58,0,10,0,0,Sakura Empire
198,CA,Ashigara,Elite,4256,237,226,0,174,171,78,Medium,28,128,60,0,11,0,0,Sakura Empire
200,CA,Takao,Super Rare,4394,274,248,0,182,177,82,Medium,31,137,65,0,12,0,0,Sakura Empire
201,CA,Atago,Super Rare,4394,274,248,0,182,177,82,Medium,31,137,48,0,12,0,0,Sakura Empire
202,CA,Maya,Super Rare,4394,274,248,0,182,177,82,Medium,31,137,48,0,12,0,0,Sakura Empire
203,CA,Choukai,Super Rare,4394,265,224,0,182,177,82,Medium,31,137,50,0,12,0,0,Sakura Empire
204,BC,Kongou,Elite,6762,372,0,0,279,161,38,Medium,30,72,43,0,14,0,0,Sakura Empire
205,BC,Hiei,Elite,6762,372,0,0,279,162,38,Medium,30,70,37,0,14,0,0,Sakura Empire
206,BC,Haruna,Elite,6762,365,0,0,279,161,38,Medium,30,70,47,0,14,0,0,Sakura Empire
207,BC,Kirishima,Elite,6762,372,0,0,279,162,38,Medium,30,70,37,0,14,0,0,Sakura Empire
208,BB,Fusou,Rare,7081,395,0,0,227,140,32,Heavy,23,68,13,0,13,0,0,Sakura Empire
209,BB,Yamashiro,Rare,7482,395,0,0,227,140,32,Heavy,23,68,14,0,13,0,0,Sakura Empire
210,BB,Ise,Rare,7294,403,0,0,234,143,32,Heavy,23,72,60,0,13,0,0,Sakura Empire
211,BB,Hyuuga,Rare,7294,403,0,0,234,143,32,Heavy,23,72,60,0,13,0,0,Sakura Empire
212,BB,Nagato,Super Rare,8311,424,0,0,186,148,38,Heavy,25,72,71,0,15,0,0,Sakura Empire
213,BB,Mutsu,Elite,8084,415,0,0,189,147,36,Heavy,25,73,34,0,14,0,0,Sakura Empire
214,BB,Kii,Super Rare,8134,426,287,0,375,147,38,Heavy,28,73,39,0,15,0,0,Sakura Empire
215,BB,Tosa,Super Rare,8248,429,220,0,204,147,38,Heavy,26,73,12,0,15,0,0,Sakura Empire
218,CVL,Hiyou,Rare,5328,0,0,283,252,160,70,Medium,25,80,43,82,11,0,0,Sakura Empire
219,CVL,Junyou,Rare,5328,0,0,283,252,160,70,Medium,25,80,80,80,11,0,0,Sakura Empire
220,CVL,Houshou,Elite,3708,0,0,290,263,178,69,Medium,25,83,79,94,11,0,0,Sakura Empire
222,CVL,Shouhou,Rare,4385,0,0,283,253,180,72,Medium,28,80,24,85,10,0,0,Sakura Empire
223,CVL,Ryuujou,Elite,4381,0,0,352,257,181,85,Medium,28,92,42,73,11,0,0,Sakura Empire
224,CV,Akagi,Super Rare,6741,0,0,415,339,132,56,Medium,31,92,42,0,13,0,0,Sakura Empire
225,CV,Kaga,Super Rare,6928,0,0,413,339,132,50,Medium,28,92,42,0,13,0,0,Sakura Empire
226,CV,Souryuu,Elite,5370,0,0,395,319,123,58,Medium,34,87,36,0,12,0,0,Sakura Empire
227,CV,Hiryuu,Elite,5598,0,0,396,317,123,58,Medium,34,87,36,0,12,0,0,Sakura Empire
228,CV,Shoukaku,Super Rare,6885,0,0,417,357,121,58,Medium,34,90,49,0,13,0,0,Sakura Empire
229,CV,Zuikaku,Super Rare,7360,0,0,420,330,121,59,Medium,34,90,73,0,13,0,0,Sakura Empire
230,CV,Taihou,Super Rare,7481,0,0,405,326,121,56,Heavy,33,84,36,0,13,0,0,Sakura Empire
231,CV,Shinano,Ultra Rare,8818,0,0,443,324,128,50,Heavy,28,80,32,0,15,0,0,Sakura Empire
232,AR,Akashi,Super Rare,4223,44,0,0,164,183,47,Light,19,110,53,0,11,0,0,Sakura Empire
233,DD,Z1,Elite,2102,66,455,0,157,210,192,Light,41,194,40,200,9,0,0,Iron Blood
236,DD,Z23,Elite,2177,122,331,0,153,202,203,Light,42,197,65,204,9,0,0,Iron Blood
237,DD,Z25,Elite,2167,122,331,0,157,193,201,Light,43,190,72,204,9,0,0,Iron Blood
238,CL,Konigsberg,Common,3450,155,276,0,341,177,126,Light,32,157,42,105,8,0,0,Iron Blood
239,CL,Karlsruhe,Common,3450,155,276,0,341,177,126,Light,32,157,39,89,8,0,0,Iron Blood
240,CL,Koln,Common,3450,155,276,0,341,177,126,Light,32,157,62,107,8,0,0,Iron Blood
241,CL,Leipzig,Rare,3576,150,274,0,354,188,121,Light,32,163,67,100,9,0,0,Iron Blood
242,CA,Admiral Hipper,Elite,5083,254,193,0,193,178,64,Medium,25,131,66,0,11,0,0,Iron Blood
243,CA,Blücher,Super Rare,4717,293,244,0,213,185,63,Medium,25,131,17,0,12,0,0,Iron Blood
244,CA,Prinz Eugen,Super Rare,6394,230,155,0,209,185,64,Medium,25,131,78,0,12,0,0,Iron Blood
245,CA,Deutchland,Elite,4111,305,223,0,157,178,55,Medium,22,135,72,0,11,0,0,Iron Blood
246,CA,Adm. Graf Spee,Elite,4462,301,219,0,157,177,56,Medium,22,129,36,0,11,0,0,Iron Blood
248,BC,Scharnhorst,Elite,7632,371,156,0,253,160,40,Medium,31,68,43,0,13,0,0,Iron Blood
249,BC,Gneisenau,Elite,7632,371,156,0,253,160,40,Medium,31,68,64,0,13,0,0,Iron Blood
250,BB,Bismarck,Super Rare,8970,428,0,0,212,155,34,Heavy,30,75,32,0,15,0,0,Iron Blood
251,BB,Tirpitz,Super Rare,8592,428,220,0,212,152,34,Heavy,30,69,45,0,15,0,0,Iron Blood
252,CV,Graf Zeppelin,Super Rare,7659,0,0,428,326,129,52,Medium,33,90,45,0,13,0,0,Iron Blood
253,DD,An Shan,Elite,2332,132,231,0,175,204,213,Light,45,212,81,203,9,0,0,Dragon Empery
254,DD,Fu Shun,Elite,2332,130,234,0,177,204,213,Light,45,209,51,203,9,0,0,Dragon Empery
255,DD,Chang Chun,Elite,2332,132,231,0,175,202,213,Light,45,207,61,203,9,0,0,Dragon Empery
256,DD,Tai Yuan,Elite,2332,130,232,0,177,202,213,Light,45,210,71,203,9,0,0,Dragon Empery
257,CL,Yat Sen,Elite,1928,122,0,0,354,185,93,Light,19,150,64,56,10,0,0,Dragon Empery
258,CL,Ning Hai,Elite,2028,148,237,0,295,185,88,Light,23,156,51,77,10,0,0,Dragon Empery
259,CL,Ping Hai,Elite,1995,148,237,0,263,185,85,Light,21,159,47,77,10,0,0,Dragon Empery
262,CL,Avrora,Super Rare,3450,106,226,0,163,152,93,Medium,19,134,55,58,11,0,0,Northern Parliament
263,DD,Bailey,Rare,1870,89,324,0,175,207,210,Light,44,207,70,195,8,0,0,Eagle Union
264,DD,Z19,Rare,2082,69,446,0,152,204,192,Light,43,205,39,195,8,0,0,Iron Blood
265,DD,Z20,Common,2041,66,438,0,148,199,192,Light,43,205,71,192,7,0,0,Iron Blood
266,DD,Z21,Common,2041,66,438,0,148,199,192,Light,43,205,42,193,7,0,0,Iron Blood
267,DD,Z46,Super Rare,2657,91,458,0,261,215,194,Light,43,203,63,213,10,0,0,Iron Blood
268,DD,Shimakaze,Ultra Rare,2420,77,609,0,165,228,293,Light,48,228,41,213,12,0,0,Sakura Empire
269,DD,Kamikaze,Rare,1599,61,409,0,142,212,250,Light,44,206,86,206,7,0,0,Sakura Empire
270,DD,Matsukaze,Rare,1599,60,409,0,133,205,246,Light,44,206,45,188,7,0,0,Sakura Empire
271,DD,Mutsuki,Common,1523,60,433,0,141,199,250,Light,44,200,35,184,7,0,0,Sakura Empire
272,DD,Kisaragi,Common,1523,60,433,0,141,199,250,Light,44,200,15,182,7,0,0,Sakura Empire
274,DD,Uzuki,Common,1523,60,433,0,141,199,250,Light,44,200,37,184,7,0,0,Sakura Empire
276,DD,Minazuki,Common,1523,60,433,0,141,199,250,Light,44,200,45,171,7,0,0,Sakura Empire
277,DD,Fumizuki,Rare,1553,61,444,0,131,204,250,Light,44,200,27,187,8,0,0,Sakura Empire
278,DD,Nagatsuki,Rare,1553,61,444,0,131,204,250,Light,44,200,35,190,8,0,0,Sakura Empire
280,DD,Mikazuki,Common,1523,69,433,0,141,199,250,Light,44,200,40,185,7,0,0,Sakura Empire
286,DD,Umikaze,Elite,1722,64,500,0,142,202,246,Light,40,215,50,187,9,0,0,Sakura Empire
287,DD,Yamakaze,Elite,1722,66,494,0,142,202,246,Light,40,215,35,190,9,0,0,Sakura Empire
288,DD,Kawakaze,Super Rare,1875,70,551,0,164,220,246,Light,40,215,38,203,10,0,0,Sakura Empire
293,DD,Kiyonami,Rare,2105,60,503,0,141,213,246,Light,42,218,46,187,8,0,0,Sakura Empire
295,DD,Niizuki,Elite,2504,77,375,0,198,213,232,Light,39,207,32,203,9,0,0,Sakura Empire
296,DD,Harutsuki,Elite,2504,75,368,0,198,213,232,Light,39,212,61,210,9,0,0,Sakura Empire
297,DD,Yoizuki,Elite,2504,75,368,0,204,213,232,Light,39,212,61,203,9,0,0,Sakura Empire
299,DD,Radford,Rare,2104,87,287,0,176,204,210,Light,45,222,80,209,8,0,0,Eagle Union
300,DD,Jenkins,Rare,2130,87,287,0,176,204,209,Light,43,222,81,209,8,0,0,Eagle Union
301,DD,Nicholas,Elite,2167,88,295,0,182,210,206,Light,42,222,80,215,9,0,0,Eagle Union
303,CL,Richmond,Common,3312,144,210,0,287,185,127,Light,35,156,69,94,8,0,0,Eagle Union
304,CL,Honolulu,Rare,3550,166,0,0,313,183,106,Light,32,162,50,100,9,0,0,Eagle Union
305,CL,St. Louis,Elite,3688,174,0,0,323,188,106,Light,32,170,65,102,10,0,0,Eagle Union
306,DD,Jupiter,Rare,1573,77,369,0,159,204,270,Light,43,218,52,213,8,0,0,Royal Navy
307,DD,Jersey,Rare,1573,77,369,0,159,294,270,Light,43,218,20,213,8,0,0,Royal Navy
308,CL,Sendai,Rare,2599,152,330,0,282,188,128,Light,35,156,42,109,9,0,0,Sakura Empire
309,CL,Jintsuu,Elite,2676,158,341,0,291,194,128,Light,35,156,38,101,10,0,0,Sakura Empire
310,CL,Naka,Rare,2599,153,341,0,292,188,128,Light,35,156,53,105,9,0,0,Sakura Empire
316,DD,Urakaze,Rare,2133,64,508,0,152,204,246,Light,42,206,27,168,8,0,0,Sakura Empire
317,DD,Isokaze,Rare,2133,66,508,0,152,204,246,Light,42,206,18,201,8,0,0,Sakura Empire
